approve,flag,title_ar,title_translit,author_en,author_ar,category_slug,size_mb,year,source_url
x,ok,شرح الرسالة المفيدة المهمة الجليلة للإمام محمد بن عبد الوهاب,shrh alrsalh almfydh almhmh aljlylh llamam mhmd bn abd alwhab,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,6,,https://islamhouse.com/ar/books/2830754/
x,ok,فصول في التوحيد,fswl fy altwhyd,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,3.5,,https://islamhouse.com/ar/books/2830691/
x,ok,التعليقات الإيضاحية على القاعدة المراكشية لشيخ الإسلام ابن تيمية,altalyqat alaydahyh aly alqaadh almrakshyh lshykh alaslam abn tymyh,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,2.3,,https://islamhouse.com/ar/books/2830669/
x,ok,البيان والتسديد بشرح الأربعين في دلائل التوحيد,albyan waltsdyd bshrh alarbayn fy dlayl altwhyd,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,20.8,,https://islamhouse.com/ar/books/2830630/
x,ok,البيان لرسالة نواة الإيمان,albyan lrsalh nwah alayman,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,9.3,,https://islamhouse.com/ar/books/2830597/
,possible-dupe,الله جل جلاله أنيس المحبين,allh jl jlalh anys almhbyn,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,aqeedah,8.8,,https://islamhouse.com/ar/books/2829723/
,possible-dupe,أساليب الشيطان في إفساد الاعتقاد,asalyb alshytan fy afsad alaatqad,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,aqeedah,1.9,,https://islamhouse.com/ar/books/2829517/
,possible-dupe,مكايد الشيطان في مسائل التوحيد والنبوات,mkayd alshytan fy msayl altwhyd walnbwat,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,aqeedah,3.4,,https://islamhouse.com/ar/books/2829516/
,possible-dupe,شرح كتاب التوحيد في سؤال وجواب,shrh ktab altwhyd fy swal wjwab,Salih Al al-Shaykh,صالح بن عبد العزيز آل الشيخ,aqeedah,1.7,,https://islamhouse.com/ar/books/2829205/
x,ok,التوحيد [ من خطب المسجد النبوي ],altwhyd mn khtb almsjd alnbwy,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,aqeedah,6.3,,https://islamhouse.com/ar/books/2828967/
,possible-dupe,اعبدوا الله واجتنبوا الطاغوت,aabdwa allh wajtnbwa altaghwt,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,0.8,,https://islamhouse.com/ar/books/2827854/
,possible-dupe,التعليق على كتاب التبصير في معالم الدين للإمام الطبري,altalyq aly ktab altbsyr fy maalm aldyn llamam altbry,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,3.3,,https://islamhouse.com/ar/books/2826052/
,possible-dupe,الدين الخالص,aldyn alkhals,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,8.1,,https://islamhouse.com/ar/books/2826041/
,possible-dupe,حاشية ستة أصول عظيمة مع متمماتها,hashyh sth aswl azymh ma mtmmatha,Muhammad ibn Abd al-Wahhab,محمد بن عبد الوهاب,aqeedah,2.2,,https://islamhouse.com/ar/books/2824608/
,possible-dupe,فائدة جليلة في قواعد الأسماء الحسنى,faydh jlylh fy qwaad alasma alhsny,Ibn al-Qayyim,ابن قيم الجوزية,aqeedah,1,,https://islamhouse.com/ar/books/2818135/
,possible-dupe,العقيدة الإسلامية من الكتاب والسنة الصحيحة,alaqydh alaslamyh mn alktab walsnh alshyhh,Muhammad ibn Jamil Zeno,محمد بن جميل زينو,aqeedah,1.5,,https://islamhouse.com/ar/books/2817199/
,possible-dupe,إثبات أن «المحسن» من أسماء الله الحسنى,athbat an almhsn mn asma allh alhsny,Abd al-Razzaq al-Badr,عبد الرزاق بن عبد المحسن البدر,aqeedah,0.3,,https://islamhouse.com/ar/books/348307/
,possible-dupe,فقه الأسماء الحسنى,fqh alasma alhsny,Abd al-Razzaq al-Badr,عبد الرزاق بن عبد المحسن البدر,aqeedah,5.7,,https://islamhouse.com/ar/books/344678/
,possible-dupe,تنبيهات على رسالة محمد عادل عزيزة في الصفات,tnbyhat aly rsalh mhmd aadl azyzh fy alsfat,Abd al-Razzaq al-Badr,عبد الرزاق بن عبد المحسن البدر,aqeedah,0.6,,https://islamhouse.com/ar/books/316845/
,possible-dupe,مختصر فقه الأسماء الحسنى,mkhtsr fqh alasma alhsny,Abd al-Razzaq al-Badr,عبد الرزاق بن عبد المحسن البدر,aqeedah,6.6,,https://islamhouse.com/ar/books/316784/
,possible-dupe,الثمر المجتنى مختصر شرح أسماء الله الحسنى,althmr almjtny mkhtsr shrh asma allh alhsny,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,aqeedah,0.9,,https://islamhouse.com/ar/books/268433/
,possible-dupe,شرح أسماء الله الحسنى في ضوء الكتاب والسنة,shrh asma allh alhsny fy dw alktab walsnh,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,aqeedah,3.3,,https://islamhouse.com/ar/books/167466/
,possible-dupe,أقسام التوحيد,aqsam altwhyd,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,0.6,,https://islamhouse.com/ar/books/2827852/
x,ok,مختصر قواعد الأسماء والصفات مع بيان أسماء الله الحسنى ومعانيها,mkhtsr qwaad alasma walsfat ma byan asma allh alhsny wmaanyha,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,aqeedah,2.3,,https://islamhouse.com/ar/books/2842718/
,possible-dupe,شرح أسماء الله الحُسْنى ويليه: الفوائد المَسلكيَّة المُسْتفادة من أسماء الله تعالى وصفاته,shrh asma allh alhsny wylyh alfwayd almslkyh almstfadh mn asma allh taaly wsfath,Abd al-Rahman al-Sa'di,عبد الرحمن بن ناصر السعدي,aqeedah,5.1,,https://islamhouse.com/ar/books/2840807/
,possible-dupe,منهج ودراسات لآيات الأسماء والصفات,mnhj wdrasat layat alasma walsfat,Muhammad al-Amin al-Shinqiti,محمد الأمين الشنقيطي,aqeedah,0.6,,https://islamhouse.com/ar/books/2831707/
,possible-dupe,المحاضرات,almhadrat,Muhammad al-Amin al-Shinqiti,محمد الأمين الشنقيطي,aqeedah,2.5,,https://islamhouse.com/ar/books/2831626/
,possible-dupe,اجتماع الجيوش الإسلامية على حرب المعطلة والجهمية,ajtmaa aljywsh alaslamyh aly hrb almatlh waljhmyh,Ibn al-Qayyim,ابن قيم الجوزية,aqeedah,8.3,,https://islamhouse.com/ar/books/2827741/
,possible-dupe,منع جواز المجاز في المنزل للتعبد والإعجاز,mna jwaz almjaz fy almnzl lltabd walaajaz,Muhammad al-Amin al-Shinqiti,محمد الأمين الشنقيطي,aqeedah,0.6,,https://islamhouse.com/ar/books/2827089/
,dupe-internal,طريق الهجرتين وباب السعادتين,tryq alhjrtyn wbab alsaadtyn,Ibn al-Qayyim,ابن قيم الجوزية,spiritual-healing,13.1,,https://islamhouse.com/ar/books/2841154/
x,ok,وجوب التوكل وخطر التطير,wjwb altwkl wkhtr alttyr,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,0.9,,https://islamhouse.com/ar/books/2839204/
x,ok,شرح رسالة العبودية لشيخ الإسلام ابن تيمية,shrh rsalh alabwdyh lshykh alaslam abn tymyh,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,3.5,,https://islamhouse.com/ar/books/2830755/
,possible-dupe,مدارج السالكين في منازل السائرين,mdarj alsalkyn fy mnazl alsayryn,Ibn al-Qayyim,ابن قيم الجوزية,spiritual-healing,10.8,,https://islamhouse.com/ar/books/2828127/
,possible-dupe,رسالة في التبرك والتوسل والقبور,rsalh fy altbrk waltwsl walqbwr,Abd al-Aziz ibn Baz,عبد العزيز بن باز,fatwaas-and-prohibited-disliked,0.5,,https://islamhouse.com/ar/books/2826049/
,possible-dupe,الصدق مع الله,alsdq ma allh,Abd al-Razzaq al-Badr,عبد الرزاق بن عبد المحسن البدر,spiritual-healing,2.6,,https://islamhouse.com/ar/books/2824751/
,possible-dupe,هذه مفاهيمنا,hdhh mfahymna,Salih Al al-Shaykh,صالح بن عبد العزيز آل الشيخ,aqeedah,3.8,,https://islamhouse.com/ar/books/167485/
,possible-dupe,الواسطة بين الحق والخلق,alwasth byn alhq walkhlq,Muhammad Nasir al-Din al-Albani,محمد ناصر الدين الألباني,hadith-studies,1.6,,https://islamhouse.com/ar/books/1907/
,dupe-internal,عدة الصابرين وذخيرة الشاكرين,adh alsabryn wdhkhyrh alshakryn,Ibn al-Qayyim,ابن قيم الجوزية,spiritual-healing,9.2,,https://islamhouse.com/ar/books/2827803/
,possible-dupe,الخشوع في الصلاة,alkhshwa fy alslah,Ibn Rajab al-Hanbali,ابن رجب الحنبلي,islamic-jurisprudence,4.8,,https://islamhouse.com/ar/books/471724/
,possible-dupe,منظومة في السير إلى الله والدار الآخرة,mnzwmh fy alsyr aly allh waldar alakhrh,Abd al-Rahman al-Sa'di,عبد الرحمن بن ناصر السعدي,life-after-death,0.3,,https://islamhouse.com/ar/books/461168/
,possible-dupe,الخشوع في الصلاة في ضوء الكتاب والسنة,alkhshwa fy alslah fy dw alktab walsnh,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,hadith-studies,9.5,,https://islamhouse.com/ar/books/272709/
,possible-dupe,كتاب التوحيد : رسالة كلمة الإخلاص وتحقيق معناها,ktab altwhyd rsalh klmh alakhlas wthqyq manaha,Muhammad Nasir al-Din al-Albani,محمد ناصر الدين الألباني,aqeedah,1.7,,https://islamhouse.com/ar/books/2828033/
,possible-dupe,نور الإخلاص وظلمات إرادة الدنيا بعمل الآخرة,nwr alakhlas wzlmat aradh aldnya baml alakhrh,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,life-after-death,0.9,,https://islamhouse.com/ar/books/1947/
,possible-dupe,الاختيارات الفقهية في مسائل العبادات والمعاملات من فتاوى الشيخ ابن باز,alakhtyarat alfqhyh fy msayl alabadat walmaamlat mn ftawy alshykh abn baz,Abd al-Aziz ibn Baz,عبد العزيز بن باز,islamic-economics,9.4,,https://islamhouse.com/ar/books/2801505/
,possible-dupe,مكارم الأخلاق,mkarm alakhlaq,Muhammad ibn Salih al-Uthaymin,محمد بن صالح العثيمين,islamic-etiquette,0.7,,https://islamhouse.com/ar/books/2836872/
,possible-dupe,قول كبار العلماء في التطرف والإرهاب,qwl kbar alalma fy alttrf walarhab,The Permanent Committee (al-Lajnah al-Da'imah),اللجنة الدائمة للبحوث العلمية والإفتاء,knowledge,2.6,,https://islamhouse.com/ar/books/2835454/
,possible-dupe,بيان معنى الإسلام والإيمان,byan many alaslam walayman,Abd al-Rahman ibn Hasan Al al-Shaykh,عبد الرحمن بن حسن آل الشيخ,aqeedah,0.2,,https://islamhouse.com/ar/books/2834839/
,dupe-internal,أصول عظيمة من قواعد الإسلام,aswl azymh mn qwaad alaslam,Abd al-Rahman al-Sa'di,عبد الرحمن بن ناصر السعدي,quran-studies,1.2,,https://islamhouse.com/ar/books/2831772/
,possible-dupe,شرح نواقض الإسلام,shrh nwaqd alaslam,Abd al-Razzaq al-Badr,عبد الرزاق بن عبد المحسن البدر,spiritual-healing,3.7,,https://islamhouse.com/ar/books/2828160/
,possible-dupe,الإسلام هو دين الله ليس له دين سواه,alaslam hw dyn allh lys lh dyn swah,Abd al-Aziz ibn Baz,عبد العزيز بن باز,fatwaas-and-prohibited-disliked,0.9,,https://islamhouse.com/ar/books/2828081/
,possible-dupe,سبل السلام شرح نواقض الإسلام,sbl alslam shrh nwaqd alaslam,Abd al-Aziz ibn Baz,عبد العزيز بن باز,fatwaas-and-prohibited-disliked,7.5,,https://islamhouse.com/ar/books/2826050/
,possible-dupe,أركان الإسلام والإيمان في ضوء الكتاب والسنة,arkan alaslam walayman fy dw alktab walsnh,Muhammad ibn Jamil Zeno,محمد بن جميل زينو,aqeedah,2.7,,https://islamhouse.com/ar/books/2813210/
,possible-dupe,تحفة الإخوان بأجوبة مهمة تتعلق بأركان الإسلام,thfh alakhwan bajwbh mhmh ttalq barkan alaslam,Abd al-Aziz ibn Baz,عبد العزيز بن باز,fatwaas-and-prohibited-disliked,2.3,,https://islamhouse.com/ar/books/794471/
,possible-dupe,أصول عظيمة من قواعد الإسلام,aswl azymh mn qwaad alaslam,Abd al-Rahman al-Sa'di,عبد الرحمن بن ناصر السعدي,quran-studies,4,,https://islamhouse.com/ar/books/348310/
x,ok,شرح نواقض الإسلام [ البراك ],shrh nwaqd alaslam albrak,Abd al-Rahman al-Barrak,عبد الرحمن البراك,aqeedah,4.9,,https://islamhouse.com/ar/books/322168/
,possible-dupe,دروس في شرح نواقض الإسلام,drws fy shrh nwaqd alaslam,Salih al-Fawzan,صالح بن فوزان الفوزان,aqeedah,5,,https://islamhouse.com/ar/books/314803/
,possible-dupe,أركان الإسلام في ضوء الكتاب والسنة,arkan alaslam fy dw alktab walsnh,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,hadith-studies,61.9,,https://islamhouse.com/ar/books/311945/
x,ok,أركان الإسلام [ من خطب المسجد النبوي ],arkan alaslam mn khtb almsjd alnbwy,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,spiritual-healing,5.8,,https://islamhouse.com/ar/books/2837627/
,possible-dupe,الركن الأول من أركان الإسلام,alrkn alawl mn arkan alaslam,Abd al-Aziz ibn Baz,عبد العزيز بن باز,fatwaas-and-prohibited-disliked,0.9,,https://islamhouse.com/ar/books/2828156/
,possible-dupe,أركان الإسلام,arkan alaslam,Abd al-Aziz ibn Baz,عبد العزيز بن باز,fatwaas-and-prohibited-disliked,15.8,,https://islamhouse.com/ar/books/2827819/
,possible-dupe,أصول الدين,aswl aldyn,Abd al-Rahman al-Sa'di,عبد الرحمن بن ناصر السعدي,quran-studies,2,,https://islamhouse.com/ar/books/2826002/
,possible-dupe,التعليق على كتاب التبصير في معالم الدين,altalyq aly ktab altbsyr fy maalm aldyn,Abd al-Aziz ibn Baz,عبد العزيز بن باز,fatwaas-and-prohibited-disliked,1.1,,https://islamhouse.com/ar/books/2802915/
x,ok,حقيقة شهادة أن محمدًا رسول الله,hqyqh shhadh an mhmda rswl allh,Abd al-Aziz Al al-Shaykh,عبد العزيز آل الشيخ,fatwaas-and-prohibited-disliked,1.9,,https://islamhouse.com/ar/books/794359/
,possible-dupe,نظم الجوهرة الفريدة فى تحقيق العقيدة,nzm aljwhrh alfrydh fy thqyq alaqydh,Hafiz al-Hakami,حافظ بن أحمد الحكمي,aqeedah,0.2,,https://islamhouse.com/ar/books/474261/
,possible-dupe,مفتاح دار السلام بتحقيق شهادتي الإسلام,mftah dar alslam bthqyq shhadty alaslam,Hafiz al-Hakami,حافظ بن أحمد الحكمي,aqeedah,0.6,,https://islamhouse.com/ar/books/348187/
,possible-dupe,شرح تفسير كلمة التوحيد للشيخ محمد بن عبد الوهاب,shrh tfsyr klmh altwhyd llshykh mhmd bn abd alwhab,Salih al-Fawzan,صالح بن فوزان الفوزان,aqeedah,3.6,,https://islamhouse.com/ar/books/314814/
,possible-dupe,الرسائل الشخصية,alrsayl alshkhsyh,Muhammad ibn Abd al-Wahhab,محمد بن عبد الوهاب,aqeedah,4.1,,https://islamhouse.com/ar/books/264174/
,possible-dupe,معنى لا إله إلا الله ومقتضاها وآثارها في الفرد والمجتمع,many la alh ala allh wmqtdaha watharha fy alfrd walmjtma,Salih al-Fawzan,صالح بن فوزان الفوزان,aqeedah,0.6,,https://islamhouse.com/ar/books/200121/
,possible-dupe,العروة الوثقى في ضوء الكتاب والسنة,alarwh alwthqy fy dw alktab walsnh,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,hadith-studies,2.4,,https://islamhouse.com/ar/books/193636/
,possible-dupe,شهادة الإسلام,shhadh alaslam,Muhammad ibn Jamil Zeno,محمد بن جميل زينو,new-muslims,1.4,,https://islamhouse.com/ar/books/1889/
x,ok,هداية الأنام إلى مفتاح دار السلام بتحقيق شهادتي الإسلام,hdayh alanam aly mftah dar alslam bthqyq shhadty alaslam,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,17.1,,https://islamhouse.com/ar/books/2830692/
,possible-dupe,شرح نواقض الإسلام,shrh nwaqd alaslam,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,spiritual-healing,2.8,,https://islamhouse.com/ar/books/2828939/
x,ok,جواب في الإيمان ونواقضه,jwab fy alayman wnwaqdh,Abd al-Rahman al-Barrak,عبد الرحمن البراك,aqeedah,5.6,,https://islamhouse.com/ar/books/2828512/
,possible-dupe,رسالة في نواقض الإسلام وقوادحه,rsalh fy nwaqd alaslam wqwadhh,Abd al-Aziz ibn Baz,عبد العزيز بن باز,fatwaas-and-prohibited-disliked,2,,https://islamhouse.com/ar/books/2828167/
,possible-dupe,القوادح في العقيدة ووسائل السلامة منها,alqwadh fy alaqydh wwsayl alslamh mnha,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,6.9,,https://islamhouse.com/ar/books/2809827/
,possible-dupe,العقيدة الصحيحة وما يضادها ورسالة المعية,alaqydh alshyhh wma ydadha wrsalh almayh,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,0.4,,https://islamhouse.com/ar/books/794357/
x,ok,أركان الإيمان [ من خطب المسجد النبوي ],arkan alayman mn khtb almsjd alnbwy,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,aqeedah,8.1,,https://islamhouse.com/ar/books/2837628/
x,ok,الإيمان حقيقته ونواقضه,alayman hqyqth wnwaqdh,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,0.7,,https://islamhouse.com/ar/books/2830732/
,possible-dupe,شرح أصول الإيمان,shrh aswl alayman,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,aqeedah,2.3,,https://islamhouse.com/ar/books/2829522/
,possible-dupe,شرح أصول الإيمان,shrh aswl alayman,Abd al-Rahman al-Sa'di,عبد الرحمن بن ناصر السعدي,aqeedah,2.7,,https://islamhouse.com/ar/books/2826004/
,possible-dupe,حكم المستهزئين بالأنبياء والمرسلين,hkm almsthzyyn balanbya walmrslyn,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,0.5,,https://islamhouse.com/ar/books/2801970/
,possible-dupe,شرح أصول الإيمان,shrh aswl alayman,Salih Al al-Shaykh,صالح بن عبد العزيز آل الشيخ,aqeedah,9.5,,https://islamhouse.com/ar/books/420070/
x,review,آراء الصوفية في أركان الإيمان,ara alswfyh fy arkan alayman,Sa'd al-Shithri,سعد الشثري,aqeedah,0.9,,https://islamhouse.com/ar/books/388635/
,possible-dupe,الإيمان بالملائكة وأثره في حياة الأمة,alayman balmlaykh wathrh fy hyah alamh,Salih al-Fawzan,صالح بن فوزان الفوزان,aqeedah,2.9,,https://islamhouse.com/ar/books/314807/
,possible-dupe,الصفدية,alsfdyh,Ibn Taymiyyah,ابن تيمية,aqeedah,13.4,,https://islamhouse.com/ar/books/272837/
x,ok,البراهين الإنجيلية على أن عيسى عليه السلام داخل في العبودية ولا حظ له في الألوهية,albrahyn alanjylyh aly an aysy alyh alslam dakhl fy alabwdyh wla hz lh fy alalwhyh,Taqi al-Din al-Hilali,تقي الدين الهلالي,aqeedah,0.3,,https://islamhouse.com/ar/books/343862/
,possible-dupe,قصص الأنبياء,qss alanbya,Ibn Kathir,ابن كثير,aqeedah,12,,https://islamhouse.com/ar/books/2430/
,possible-dupe,فوائد مستنبطة من قصة يوسف عليه السلام,fwayd mstnbth mn qsh ywsf alyh alslam,Abd al-Rahman al-Sa'di,عبد الرحمن بن ناصر السعدي,aqeedah,0.1,,https://islamhouse.com/ar/books/2136/
,review,تحفة النبلاء من قصص الأنبياء,thfh alnbla mn qss alanbya,Ibn Hajar al-Asqalani,ابن حجر العسقلاني,hadith-studies,5.7,,https://islamhouse.com/ar/books/2827233/
,possible-dupe,نيل السؤل من تاريخ الأمم وسيرة الرسول,nyl alswl mn tarykh alamm wsyrh alrswl,Hafiz al-Hakami,حافظ بن أحمد الحكمي,islamic-history,3.4,,https://islamhouse.com/ar/books/2826183/
x,ok,سياق صلاة النبي صلى الله عليه وسلم,syaq slah alnby sly allh alyh wslm,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,islamic-jurisprudence,3.5,,https://islamhouse.com/ar/books/2839207/
x,review,ألفية العراقي في السيرة,alfyh alaraqy fy alsyrh,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,islamic-history,6.9,,https://islamhouse.com/ar/books/2837733/
,possible-dupe,الأرجوزة المئية في ذكر حال أشرف البرية,alarjwzh almyyh fy dhkr hal ashrf albryh,Ibn Abi al-Izz al-Hanafi,ابن أبي العز الحنفي,aqeedah,4.9,,https://islamhouse.com/ar/books/2837625/
,possible-dupe,الحق الواضح المبين في الذب عن عرض الصادق الأمين,alhq alwadh almbyn fy aldhb an ard alsadq alamyn,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,spiritual-healing,1.3,,https://islamhouse.com/ar/books/2829530/
x,ok,شرح تفصيلي مصور لقبر النبي صلى الله عليه وسلم,shrh tfsyly mswr lqbr alnby sly allh alyh wslm,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,spiritual-healing,10.7,,https://islamhouse.com/ar/books/2829015/
,possible-dupe,الفضل الكبير في الصلاة على البشير النذير,alfdl alkbyr fy alslah aly albshyr alndhyr,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,islamic-jurisprudence,1.9,,https://islamhouse.com/ar/books/884595/
,possible-dupe,معجزات الرسول صلى الله عليه وسلم,majzat alrswl sly allh alyh wslm,Ibn Kathir,ابن كثير,quran-studies,2.9,,https://islamhouse.com/ar/books/462847/
,possible-dupe,كتاب النبوات,ktab alnbwat,Ibn Taymiyyah,ابن تيمية,aqeedah,15,,https://islamhouse.com/ar/books/272842/
,possible-dupe,مختصر زاد المعاد,mkhtsr zad almaad,Muhammad ibn Abd al-Wahhab,محمد بن عبد الوهاب,aqeedah,7.6,,https://islamhouse.com/ar/books/264166/
,possible-dupe,الملتقط من كتاب طاعة الرسول صلى الله عليه وسلم للإمام أحمد بن حنبل,almltqt mn ktab taah alrswl sly allh alyh wslm llamam ahmd bn hnbl,Imam Ahmad ibn Hanbal,أحمد بن حنبل,hadith-studies,0.3,,https://islamhouse.com/ar/books/233547/
,possible-dupe,زاد المعاد في هدي خير العباد,zad almaad fy hdy khyr alabad,Ibn al-Qayyim,ابن قيم الجوزية,spiritual-healing,13.4,,https://islamhouse.com/ar/books/35239/
,possible-dupe,مختصر جلاء الأفهام في فضل الصلاة والسلام على خير الأنام صلى الله عليه وسلم,mkhtsr jla alafham fy fdl alslah walslam aly khyr alanam sly allh alyh wslm,Ibn al-Qayyim,ابن قيم الجوزية,islamic-jurisprudence,7.1,,https://islamhouse.com/ar/books/2831674/
,possible-dupe,جلاء الأفهام في فضل الصلاة والسلام على خير الأنام صلى الله عليه وسلم,jla alafham fy fdl alslah walslam aly khyr alanam sly allh alyh wslm,Ibn al-Qayyim,ابن قيم الجوزية,islamic-jurisprudence,9.1,,https://islamhouse.com/ar/books/2827764/
,possible-dupe,محمد صلى الله عليه وسلم بين الغالي والجافي,mhmd sly allh alyh wslm byn alghaly waljafy,Abd al-Aziz ibn Baz,عبد العزيز بن باز,fatwaas-and-prohibited-disliked,1.2,,https://islamhouse.com/ar/books/2802938/
,possible-dupe,غزوة فتح مكة في ضوء الكتاب والسنة,ghzwh fth mkh fy dw alktab walsnh,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,hadith-studies,1.6,,https://islamhouse.com/ar/books/270102/
,possible-dupe,بعض فوائد صلح الحديبية,bad fwayd slh alhdybyh,Muhammad ibn Abd al-Wahhab,محمد بن عبد الوهاب,aqeedah,0.2,,https://islamhouse.com/ar/books/264193/
,possible-dupe,رحمة للعالمين,rhmh llaalmyn,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,spiritual-healing,7.2,,https://islamhouse.com/ar/books/2164/
,possible-dupe,وداع الرسول صلى الله عليه وسلم لأمته,wdaa alrswl sly allh alyh wslm lamth,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,spiritual-healing,1.7,,https://islamhouse.com/ar/books/1924/
x,ok,النبي صلى الله عليه وسلم وأصحابه [ من خطب المسجد النبوي ],alnby sly allh alyh wslm washabh mn khtb almsjd alnbwy,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,spiritual-healing,5.5,,https://islamhouse.com/ar/books/2837629/
,possible-dupe,وإنك لعلى خلق عظيم,wank laly khlq azym,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,spiritual-healing,3.6,,https://islamhouse.com/ar/books/2830947/
,possible-dupe,الشمائل المحمدية,alshmayl almhmdyh,al-Tirmidhi,محمد بن عيسى الترمذي,hadith-studies,8.1,,https://islamhouse.com/ar/books/469486/
,possible-dupe,شمائل النبي صلى الله عليه وسلم,shmayl alnby sly allh alyh wslm,al-Tirmidhi,محمد بن عيسى الترمذي,hadith-studies,4.5,,https://islamhouse.com/ar/books/393293/
,possible-dupe,مختصر الشمائل المحمدية,mkhtsr alshmayl almhmdyh,Muhammad Nasir al-Din al-Albani,محمد ناصر الدين الألباني,hadith-studies,3.5,,https://islamhouse.com/ar/books/393292/
,possible-dupe,مباحث اليوم الآخر,mbahth alywm alakhr,Abd al-Rahman al-Sa'di,عبد الرحمن بن ناصر السعدي,life-after-death,2,,https://islamhouse.com/ar/books/2844780/
,possible-dupe,الروح,alrwh,Ibn al-Qayyim,ابن قيم الجوزية,life-after-death,7.6,,https://islamhouse.com/ar/books/2841134/
x,ok,شرح بيان الأدلة الظاهرة في التصديق بالنظر إلى الله تعالى في الآخرة,shrh byan aladlh alzahrh fy altsdyq balnzr aly allh taaly fy alakhrh,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,life-after-death,19.3,,https://islamhouse.com/ar/books/2830684/
,possible-dupe,كتاب الروح,ktab alrwh,Ibn al-Qayyim,ابن قيم الجوزية,life-after-death,12.7,,https://islamhouse.com/ar/books/2827805/
,possible-dupe,الشفاعة,alshfaah,Muqbil ibn Hadi al-Wadi'i,مقبل بن هادي الوادعي,life-after-death,4.6,,https://islamhouse.com/ar/books/2809787/
,possible-dupe,الفقه في الدين عصمة من الفتن,alfqh fy aldyn asmh mn alftn,Salih al-Fawzan,صالح بن فوزان الفوزان,life-after-death,3.6,,https://islamhouse.com/ar/books/794466/
,possible-dupe,المحجة في سير الدلجة,almhjh fy syr aldljh,Ibn Rajab al-Hanbali,ابن رجب الحنبلي,life-after-death,1.3,,https://islamhouse.com/ar/books/468541/
,possible-dupe,ألا إن سلعة الله غالية .. الجنة,ala an slah allh ghalyh aljnh,Ibn Khuzaymah,ابن خزيمة,life-after-death,0.4,,https://islamhouse.com/ar/books/420830/
,possible-dupe,وصف الجنة من الكتاب والسنة,wsf aljnh mn alktab walsnh,Ibn Khuzaymah,ابن خزيمة,life-after-death,0.3,,https://islamhouse.com/ar/books/420621/
,possible-dupe,تذكر ممشاك إلى القبر,tdhkr mmshak aly alqbr,Ibn Khuzaymah,ابن خزيمة,life-after-death,0.2,,https://islamhouse.com/ar/books/420605/
,possible-dupe,آثار الفتن,athar alftn,Abd al-Razzaq al-Badr,عبد الرزاق بن عبد المحسن البدر,life-after-death,0.5,,https://islamhouse.com/ar/books/316772/
